"","ym","monthly_ret","ret","Portfolio_Value"
"1",Jul 1998,6.96660146699266,1.06966601466993,100
"2",Aug 1998,-18.0114180929095,0.819885819070905,106.966601466993
"3",Sep 1998,5.73075794621027,1.0573075794621,87.7003996569963
"4",Oct 1998,18.4728431372549,1.18472843137255,92.7262972791978
"5",Nov 1998,10.9174754901961,1.10917475490196,109.855480722569
"6",Dec 1998,3.38171568627451,1.03381715686275,121.848925905092
"7",Jan 1999,-2.74774509803922,0.972522549019608,125.969510145982
"8",Feb 1999,-4.78759213759214,0.952124078624079,122.508189105921
"9",Mar 1999,10.6575675675676,1.10657567567568,116.64299667638
"10",Apr 1999,25.2024384236453,1.25202438423645,129.074302860001
"11",May 1999,-0.00938118811881192,0.999906188118812,161.604174559042
"12",Jun 1999,12.1715594059406,1.12171559405941,161.589014167419
"13",Jul 1999,-3.44038461538462,0.965596153846154,181.25691702028
"14",Aug 1999,1.6675845410628,1.01667584541063,175.020981932793
"15",Sep 1999,-7.14466183574879,0.928553381642512,177.939604771121
"16",Oct 1999,-1.59413043478261,0.984058695652174,165.226421738357
"17",Nov 1999,3.25094430992736,1.03250944309927,162.592497063123
"18",Dec 1999,2.80856796116505,1.02808567961165,167.878288594766
"19",Jan 2000,7.00742718446602,1.07007427184466,172.59326442199
"20",Feb 2000,-1.12480582524272,0.988751941747573,184.687611751654
"21",Mar 2000,2.53531553398058,1.02535315533981,182.61023473617
"22",Apr 2000,-11.0847317073171,0.889152682926829,187.239980384074
"23",May 2000,-7.87447432762836,0.921255256723716,166.484930909667
"24",Jun 2000,4.75980392156863,1.04759803921569,153.375117765815
"25",Jul 2000,-2.34572307692308,0.976542769230769,160.675472635943
"26",Aug 2000,-2.59566153846154,0.974043384615385,156.906470995366
"27",Sep 2000,-12.2179076923077,0.877820923076923,152.833710076382
"28",Oct 2000,-11.7820061728395,0.882179938271605,134.160628456521
"29",Nov 2000,-5.23966049382716,0.947603395061728,118.353814930253
"30",Dec 2000,-4.01708978328173,0.959829102167183,112.152476846415
"31",Jan 2001,19.4219504643963,1.19421950464396,107.647211157321
"32",Feb 2001,1.66360248447205,1.01663602484472,128.5543991846
"33",Mar 2001,-8.42526479750779,0.915747352024922,130.693033363333
"34",Apr 2001,0.7109375,1.007109375,119.681799230577
"35",May 2001,2.43975,1.0243975,120.532662021982
"36",Jun 2001,-1.08195583596215,0.989180441640379,123.473357643663
"37",Jul 2001,-11.1992870201097,0.888007129798903,122.137430444779
"38",Aug 2001,-0.881864716636197,0.991181352833638,108.458909050281
"39",Sep 2001,-15.1618464351005,0.848381535648995,107.502448199318
"40",Oct 2001,7.72682568807339,1.07726825688073,91.2030920893641
"41",Nov 2001,16.5709357798165,1.16570935779817,98.2501960372424
"42",Dec 2001,9.71351749539595,1.09713517495396,114.531172926118
"43",Jan 2002,10.986335174954,1.10986335174954,125.656178445978
"44",Feb 2002,2.38036832412523,1.02380368324125,139.461187378092
"45",Mar 2002,10.6615837937385,1.10661583793738,142.780877306889
"46",Apr 2002,-4.58315498154982,0.954168450184502,158.003580182398
"47",May 2002,-1.28443622920518,0.987155637707948,150.762031226241
"48",Jun 2002,-6.07171903881701,0.93928280961183,148.825589077285
"49",Jul 2002,-1.54117021276596,0.98458829787234,139.789317450648
"50",Aug 2002,-1.57610350076103,0.98423896499239,137.63492612947
"51",Sep 2002,-14.0093607305936,0.859906392694064,135.465657240474
"52",Oct 2002,6.40777777777778,1.06407777777778,116.487784651586
"53",Nov 2002,4.27118098159509,1.04271180981595,123.952063030316
"54",Dec 2002,-5.28244239631336,0.947175576036866,129.246279972762
"55",Jan 2003,5.35796923076923,1.05357969230769,122.418919683823
"56",Feb 2003,-3.83619414483821,0.961638058551618,128.978087733122
"57",Mar 2003,-6.53631741140216,0.934636825885978,124.03023788338
"58",Apr 2003,2.12549382716049,1.0212549382716,115.923227849205
"59",May 2003,14.493560371517,1.14493560371517,118.387168901385
"60",Jun 2003,6.7163198757764,1.06716319875776,135.545684698237
"61",Jul 2003,8.80024965325936,1.08800249653259,144.649366460382
"62",Aug 2003,5.20260748959778,1.05202607489598,157.378871830754
"63",Sep 2003,0.156532033426184,1.00156532033426,165.566676803665
"64",Oct 2003,5.33135097493036,1.0533135097493,165.825841689542
"65",Nov 2003,0.735543175487465,1.00735543175487,174.666599317144
"66",Dec 2003,4.31735376044568,1.04317353760446,175.951347568277
"67",Jan 2004,7.31027855153203,1.07310278551532,183.547789689071
"68",Feb 2004,4.44068245125348,1.04440682451253,196.965644390522
"69",Mar 2004,-1.69604456824513,0.983039554317549,205.71226319597
"70",Apr 2004,-5.04029288702929,0.949597071129707,202.223291529821
"71",May 2004,-4.97168758716876,0.950283124128312,192.030645350927
"72",Jun 2004,-2.77214783821478,0.972278521617852,182.483481592455
"73",Jul 2004,-4.98134943181818,0.950186505681818,177.424769702391
"74",Aug 2004,5.86387784090909,1.05863877840909,168.586621944916
"75",Sep 2004,3.9198293029872,1.03919829302987,178.472335511881
"76",Oct 2004,0.252934472934473,1.00252934472934,185.468146417001
"77",Nov 2004,6.66281650071124,1.06662816500711,185.937259295602
"78",Dec 2004,5.25172610556348,1.05251726105563,198.32591768892
"79",Jan 2005,1.16730385164051,1.01167303851641,208.741451682287
"80",Feb 2005,7.2405,1.072405,211.178098687745
"81",Mar 2005,-3.85824034334764,0.961417596566524,226.468448923231
"82",Apr 2005,-3.54782857142857,0.964521714285714,217.730751861921
"83",May 2005,1.98702005730659,1.01987020057307,210.006038038578
"84",Jun 2005,3.83573065902579,1.03835730659026,214.178900135959
"85",Jul 2005,4.07761528326746,1.04077615283267,222.394225873639
"86",Aug 2005,-4.1677308707124,0.958322691292876,231.462606816966
"87",Sep 2005,5.58570673712021,1.0558570673712,221.8158682985
"88",Oct 2005,-5.67714663143989,0.943228533685601,234.205852198051
"89",Nov 2005,9.19834217506631,1.09198342175066,220.909642549354
"90",Dec 2005,7.20305960264901,1.07203059602649,241.22966736876
"91",Jan 2006,3.94356763925729,1.03943567639257,258.605584088604
"92",Feb 2006,-0.0321115537848605,0.999678884462151,268.803870216034
"93",Mar 2006,1.93932180851064,1.01939321808511,268.717553116674
"94",Apr 2006,8.31942819148936,1.08319428191489,273.928851227562
"95",May 2006,-5.29264980026631,0.947073501997337,296.71816530121
"96",Jun 2006,-4.24286666666667,0.957571333333333,281.013911918042
"97",Jul 2006,-1.28865652724968,0.987113434727503,269.090866320575
"98",Aug 2006,3.14116751269035,1.0314116751269,265.623209307503
"99",Sep 2006,3.4548665819568,1.03454866581957,273.966879264435
"100",Oct 2006,2.21246819338422,1.02212468193384,283.432069421772
"101",Nov 2006,9.38907124681934,1.09389071246819,289.70291380758
"102",Dec 2006,2.92063694267516,1.02920636942675,316.903326789085
"103",Jan 2007,-1.91931210191083,0.980806878980892,326.158922423854
"104",Feb 2007,3.73817834394904,1.03738178343949,319.898914754311
"105",Mar 2007,3.73827806122449,1.03738278061224,331.857306708184
"106",Apr 2007,4.52463601532567,1.04524636015326,344.263055599427
"107",May 2007,9.1156940874036,1.09115694087404,359.839705800539
"108",Jun 2007,5.98251288659794,1.05982512886598,392.641592586329
"109",Jul 2007,10.3737666325486,1.10373766632549,416.13142646095
"110",Aug 2007,-7.21054303278689,0.927894569672131,459.299929526704
"111",Sep 2007,5.695625,1.05695625,426.181910458622
"112",Oct 2007,2.11210472279261,1.02112104722793,450.45563389618
"113",Nov 2007,-10.6952517985612,0.893047482014388,459.969728613787
"114",Dec 2007,-2.06883744855967,0.979311625514403,410.774807941384
"115",Jan 2008,-15.883158436214,0.84116841563786,402.276544885444
"116",Feb 2008,13.2862924819773,1.13286292481977,338.382323909561
"117",Mar 2008,-3.96462886597938,0.960353711340206,383.340789171497
"118",Apr 2008,4.48043343653251,1.04480433436533,368.142749588931
"119",May 2008,-0.157197518097208,0.998428024819028,384.637140435684
"120",Jun 2008,-12.2464285714286,0.877535714285714,384.032500397239
"121",Jul 2008,-3.37242924528302,0.96627570754717,337.00223454502
"122",Aug 2008,-8.56544811320755,0.914345518867925,325.637072629966
"123",Sep 2008,-20.2172071005917,0.797827928994083,297.744798136479
"124",Oct 2008,-27.439490521327,0.72560509478673,237.549115665988
"125",Nov 2008,-6.67163701067616,0.933283629893238,172.366848589323
"126",Dec 2008,17.3762514827995,1.173762514828,160.867158124702
"127",Jan 2009,-4.8574703087886,0.951425296912114,188.819840073683
"128",Feb 2009,-2.39034482758621,0.976096551724138,179.647972405001
"129",Mar 2009,18.132485136742,1.18132485136742,175.353766388755
"130",Apr 2009,21.5963139120095,1.2159631391201,207.149762015913
"131",May 2009,19.7043043995244,1.19704304399524,251.88647488885
"132",Jun 2009,-4.28466666666667,0.957153333333333,301.518952642181
"133",Jul 2009,13.9624665178571,1.13962466517857,288.599870584639
"134",Aug 2009,-1.93938616071429,0.980606138392857,328.895530885598
"135",Sep 2009,8.42749440715884,1.08427494407159,322.516976476395
"136",Oct 2009,0.0503583426651736,1.00050358342665,349.697076631081
"137",Nov 2009,3.49801791713326,1.03498017917133,349.873178283221
"138",Dec 2009,8.77164798206278,1.08771647982063,362.111804746812
"139",Jan 2010,-5.44697752808989,0.945530224719101,393.874977560697
"140",Feb 2010,-0.447626546681665,0.995523734533183,372.420696044196
"141",Mar 2010,9.07642294713161,1.09076422947132,370.753642143366
"142",Apr 2010,2.73039503386005,1.0273039503386,404.404810796192
"143",May 2010,-11.1908474576271,0.888091525423729,415.446659666863
"144",Jun 2010,1.06648526077098,1.01066485260771,368.954657715737
"145",Jul 2010,6.50284114052953,1.0650284114053,372.889504759203
"146",Aug 2010,-1.47921508664628,0.985207849133537,397.137916883402
"147",Sep 2010,12.8753319713994,1.12875331971399,391.263392902069
"148",Oct 2010,2.81031729785056,1.02810317297851,441.639853620772
"149",Nov 2010,-1.47288638689867,0.985271136131013,454.051334821278
"150",Dec 2010,6.69752049180328,1.06697520491803,447.363674521164
"151",Jan 2011,1.05817435897436,1.01058174358974,477.325948295103
"152",Feb 2011,-6.73255384615385,0.932674461538462,482.376889088693
"153",Mar 2011,4.55332646755922,1.04553326467559,449.900605289395
"154",Apr 2011,4.71099897013388,1.04710998970134,470.386048627746
"155",May 2011,-1.69657054582904,0.98303429454171,492.545930534253
"156",Jun 2011,-2.38430927835052,0.976156907216495,484.189541352129
"157",Jul 2011,1.38118085106383,1.01381180851064,472.644965192867
"158",Aug 2011,-11.6857188498403,0.883142811501597,479.173046945628
"159",Sep 2011,-15.593539445629,0.84406460554371,423.178231875349
"160",Oct 2011,10.6013034188034,1.10601303418803,357.189767362551
"161",Nov 2011,-9.24640256959315,0.907535974304069,395.056538381573
"162",Dec 2011,0.355867237687366,1.00355867237687,358.528020465314
"163",Jan 2012,10.7409957173448,1.10740995717345,359.803904228079
"164",Feb 2012,10.3029764453961,1.10302976445396,398.450426172056
"165",Mar 2012,-4.48964668094218,0.955103533190578,439.502679727144
"166",Apr 2012,-4.19031049250535,0.958096895074946,419.770562254122
"167",May 2012,-6.51896145610278,0.934810385438972,402.180872339539
"168",Jun 2012,0.70941050375134,1.00709410503751,375.962856287906
"169",Jul 2012,-0.450214285714286,0.995497857142857,378.629976280616
"170",Aug 2012,3.86890816326531,1.03868908163265,376.925330037404
"171",Sep 2012,6.08694586312564,1.06086945863126,391.508224900636
"172",Oct 2012,-3.84871297242084,0.961512870275792,415.339118600022
"173",Nov 2012,3.41285420944559,1.03412854209446,399.353908062924
"174",Dec 2012,4.42352517985612,1.04423525179856,412.983274724835
"175",Jan 2013,1.37694845360825,1.01376948453608,431.251693870883
"176",Feb 2013,1.7158367768595,1.0171583677686,437.189807400797
"177",Mar 2013,-0.358252326783868,0.996417476732161,444.691270900862
"178",Apr 2013,1.04842812823164,1.01048428128232,443.098154075854
"179",May 2013,2.14732365145228,1.02147323651452,447.743719758861
"180",Jun 2013,-6.30596053997923,0.936940394600208,457.358226551135
"181",Jul 2013,3.70948308270677,1.03709483082707,428.517397258472
"182",Aug 2013,-0.107958607714017,0.99892041392286,444.41317761623
"183",Sep 2013,5.96821698113208,1.05968216981132,443.933395337178
"184",Oct 2013,2.31661320754717,1.02316613207547,470.428303622608
"185",Nov 2013,-0.0567452830188679,0.999432547169811,481.326307836369
"186",Dec 2013,0.90972641509434,1.00909726415094,481.053177860743
"187",Jan 2014,-2.13566981132075,0.978643301886792,485.429445690393
"188",Feb 2014,3.65385269121813,1.03653852691218,475.062275563522
"189",Mar 2014,0.852521246458924,1.00852521246459,492.420351304162
"190",Apr 2014,0.0131568998109641,1.00013156899811,496.618339420917
"191",May 2014,2.41438563327032,1.0241438563327,496.683678998278
"192",Jun 2014,2.07735099337748,1.02077350993377,508.675538386811
"193",Jul 2014,0.24566992014197,1.00245669920142,519.242514736557
"194",Aug 2014,1.50815111111111,1.01508151111111,520.518137407854
"195",Sep 2014,-4.95449777777778,0.950455022222222,528.368337480705
"196",Oct 2014,-3.56505777777778,0.964349422222222,502.190339941742
"197",Nov 2014,-2.23656305506217,0.977634369449378,484.286964168401
"198",Dec 2014,-0.0376046304541407,0.999623953695459,473.455580847328
"199",Jan 2015,1.57577163247101,1.01575771632471,473.277539625786
"200",Feb 2015,2.12630686886708,1.02126306868867,480.735312838066
"201",Mar 2015,2.1192952720785,1.02119295272079,490.957220816011
"202",Apr 2015,8.86105263157895,1.08861052631579,501.362053984693
"203",May 2015,-1.35209634255129,0.986479036574487,545.788009463042
"204",Jun 2015,-4.47363392857143,0.955263660714286,538.408429749009
"205",Jul 2015,-9.56159126365055,0.904384087363495,514.322007561468
"206",Aug 2015,-9.16625195618153,0.908337480438185,465.144639419439
"207",Sep 2015,1.70894283476899,1.01708942834769,422.508309809581
"208",Oct 2015,5.70873140172279,1.05708731401723,429.728735296375
"209",Nov 2015,-2.54140392156863,0.974585960784314,454.260794550466
"210",Dec 2015,-0.174525490196078,0.998254745098039,442.716192903611
"211",Jan 2016,-7.40234693877551,0.925976530612245,441.943540297769
"212",Feb 2016,0.632755102040816,1.00632755102041,409.229346171421
"213",Mar 2016,8.39155538098979,1.0839155538099,411.818765738369
"214",Apr 2016,-0.102179386309992,0.9989782061369,446.376765534613
"215",May 2016,-2.88497246262785,0.971150275373721,445.920660494959
"216",Jun 2016,1.07493312352478,1.01074933123525,433.055972234511
"217",Jul 2016,3.40383908045977,1.0340383908046,437.711034323462
"218",Aug 2016,0.473318007662835,1.00473318007663,452.610013569249
"219",Sep 2016,1.90333588957055,1.01903335889571,454.752298267957
"220",Oct 2016,-4.71827824750192,0.952817217524981,463.407761969538
"221",Nov 2016,-2.2582280431433,0.977417719568567,441.542894339294
"222",Dec 2016,-0.101990740740741,0.998980092592593,431.571848876818
"223",Jan 2017,3.5107027027027,1.03510702702703,431.13168555132
"224",Feb 2017,5.25718364197531,1.05257183641975,446.267437288178
"225",Mar 2017,1.21630970724191,1.01216309707242,469.728536000754
"226",Apr 2017,-0.268543764523625,0.997314562354764,475.441889781816
"227",May 2017,3.0791247095275,1.03079124709527,474.165120232874
"228",Jun 2017,-0.45554347826087,0.995444565217391,488.765255613925
"229",Jul 2017,1.69030944625407,1.01690309446254,486.538717367971
"230",Aug 2017,1.34552931596091,1.01345529315961,494.762727267325
"231",Sep 2017,-1.03978013029316,0.989602198697068,501.419904807155
"232",Oct 2017,4.61347755102041,1.0461347755102,496.206240267635
"233",Nov 2017,2.89666394112837,1.02896663941128,519.098603769145
"234",Dec 2017,2.50149754500818,1.02501497545008,534.135145843427
"235",Jan 2018,5.70744471744472,1.05707444717445,547.496523403726
"236",Feb 2018,-4.05052459016393,0.959494754098361,578.744584806925
"237",Mar 2018,0.812898193760263,1.0081289819376,555.302393085079
"238",Apr 2018,-0.615057565789474,0.993849424342105,559.816436208375
"239",May 2018,0.731359143327842,1.00731359143328,556.373242862942
"240",Jun 2018,-5.9164056059357,0.940835943940643,560.44232944565
"241",Jul 2018,-1.17239834024896,0.98827601659751,527.284288048291
"242",Aug 2018,-0.455477178423237,0.995445228215768,521.102415806819
"243",Sep 2018,-1.09645885286783,0.989035411471322,518.728913226607
"244",Oct 2018,-15.8565771812081,0.841434228187919,513.041264135149
