LMV,Beta,BM,BM_m,EP,EP_m,CP,CP_m,ROE,ROA,GPA,OPBE,OA,OL,NOA,AG,ItA,NSI,EPS,TEY,BookToEV,DtoE,QuickRatio,Momentum,Momentum_short
1,-0.011462117079632565,-0.003525987770692325,-0.003501296657527238,-0.0045059887012049585,-0.004419287507470416,-0.0035085076029858667,-0.0034539320300569307,-1.238589402177031e-4,0.0010735333730374334,0.008238261196436863,0.028081599407267087,-7.849110064986582e-4,0.4560709485490584,-0.0011259730271321214,-9.473707877077791e-4,-0.0010715970255080515,-0.024286761738136448,-7.041865063513183e-4,-0.0012375209620291777,-0.001189568189389929,0.0015741048847167924,-0.020990706736475545,0.01899462307164643,0.008801251763218268
-0.011462117079632565,1,-0.0015818155325782088,-0.002780677780452783,0.0011472422085993632,4.001056219881151e-4,-0.0013826597846715522,-0.002276927700476616,0.012510201790734114,-0.02361247929632064,-0.029522433233523576,-0.024239643801188666,0.014969564771373237,0.011253838843163562,-0.009705507209885186,-0.009431505494086077,-0.01068964131432856,0.025951401998902442,-0.006849757876649756,0.011423525672551267,-0.006546144621062403,0.005972064650892099,0.03255208709758913,0.049302415487276784,0.05074193952418473
-0.003525987770692325,-0.0015818155325782088,1,0.977456850830706,0.7920982422223424,0.7695437247419934,0.5280487162656148,0.5241550436895994,-7.846970883884646e-4,-6.470289330365482e-4,-0.013304218918914186,-0.0031185348729683535,-1.5225875991419906e-4,0.017273435150328604,-1.408950067430815e-4,-1.7787425452377736e-4,-1.9573016427146888e-4,0.004399160764034787,-2.257774653072776e-4,0.013347908975491244,-2.3404961810666135e-4,8.448494048135673e-5,-0.0025762755555679,-0.0038750762604779164,-0.00369595819377631
-0.003501296657527238,-0.002780677780452783,0.977456850830706,1,0.7599619242593832,0.7776888838338275,0.49424044301025766,0.5107767833704442,-8.182778648632027e-4,-8.863209695893818e-4,-0.012854702752997051,-0.0032125187683629134,-1.485774298384885e-4,0.016519266570695745,-1.3627916849605874e-4,-1.7423070864251266e-4,-1.92327553673478e-4,0.0013808426570472436,-1.8579517999445355e-4,0.0126223952719931,-1.4552669243686638e-4,1.3957336586705767e-4,-0.0027567099087870105,-0.006346458243709155,-0.005915375431172557
-0.0045059887012049585,0.0011472422085993632,0.7920982422223424,0.7599619242593832,1,0.9470500971031107,0.8304814560126089,0.806052957993861,-5.079196834101974e-4,7.812835253179056e-4,-0.017392506589645817,-0.0023464863229149552,-1.696397854091858e-4,0.021203023741420433,-1.352648883289939e-4,-1.9691380109202724e-4,-2.1791578217892924e-4,0.005854623102234859,-3.0318301997012576e-4,0.016265450412402394,-3.155019683975977e-4,-2.4838105029095976e-4,-5.514146811993917e-4,-0.0036096137655790314,-0.0031806650603679026
-0.004419287507470416,4.001056219881151e-4,0.7695437247419934,0.7776888838338275,0.9470500971031107,1,0.7661669474630687,0.7762948072364138,-6.004002081977928e-4,2.992601734148525e-4,-0.016970863517418097,-0.0027029171085401517,-1.6565581663782758e-4,0.02010945059495723,-1.2983986822788892e-4,-1.9323439733379756e-4,-2.1464999469125026e-4,0.002762878379508385,-2.9603959218825243e-4,0.01516618494585679,-3.073802907914363e-4,-1.3832045073477713e-4,-8.009779494873295e-4,-0.006617252091748276,-0.006131714408093928
-0.0035085076029858667,-0.0013826597846715522,0.5280487162656148,0.49424044301025766,0.8304814560126089,0.7661669474630687,1,0.9799551959680229,7.999105328037081e-5,0.0025110105144178275,-0.013747550460255116,0.0011210296726443297,-1.3772509457979506e-4,0.020159822725837623,-8.546399627165462e-5,-8.717756033221133e-5,-1.0766657510134814e-4,0.0038304299869192262,-2.4276720366285689e-4,0.01247081974902402,-2.54784806739246e-4,-3.0874113915384965e-4,-4.5677580888214895e-4,-0.0017968758799560144,-0.0021587721240699824
-0.0034539320300569307,-0.002276927700476616,0.5241550436895994,0.5107767833704442,0.806052957993861,0.7762948072364138,0.9799551959680229,1,5.6063134213700024e-5,0.002321473413018383,-0.013130407782254784,0.0010929222531305223,-1.3498736694077362e-4,0.0201180871954215,-9.03595131997358e-5,-9.662647844947816e-5,-1.1595815884117879e-4,0.0018814820322852906,-2.3806060234200834e-4,0.012086445617249177,-2.4964856058075217e-4,-3.0709043809640625e-4,-6.832488636774126e-4,-0.004167866696637934,-0.00429776077296345
-1.238589402177031e-4,0.012510201790734114,-7.846970883884646e-4,-8.182778648632027e-4,-5.079196834101974e-4,-6.004002081977928e-4,7.999105328037081e-5,5.6063134213700024e-5,1,0.26644100678618965,0.005694692064771389,0.23807096876992961,0.8489651426443927,1.625829658101948e-4,1.9296572382850638e-4,5.171949123274363e-4,5.436211165198676e-4,0.025819335204153287,1.9264367268478848e-4,4.670053827586211e-4,-5.97408698743547e-4,0.027073260324000464,-0.006676561989906137,-9.063362402467508e-4,-9.84645070860189e-4
0.0010735333730374334,-0.02361247929632064,-6.470289330365482e-4,-8.863209695893818e-4,7.812835253179056e-4,2.992601734148525e-4,0.0025110105144178275,0.002321473413018383,0.26644100678618965,1,0.024017201301066427,0.02282849325170123,-9.315203475593267e-4,-0.012776296919340704,-8.993848857113238e-4,-8.199607872626926e-4,-7.98893431322884e-4,0.035112451885342226,-0.0010350608981414483,2.4124500299766596e-4,-0.0017552703969945522,-0.007242441022787523,0.01252621377194589,-7.27270593947798e-5,-0.006095307148993111
0.008238261196436863,-0.029522433233523576,-0.013304218918914186,-0.012854702752997051,-0.017392506589645817,-0.016970863517418097,-0.013747550460255116,-0.013130407782254784,0.005694692064771389,0.024017201301066427,1,0.12634967590333632,-0.005523686162286546,-0.0026775872182234215,0.006409969191526487,0.007433619674807787,0.008580298644224127,0.00861813458832933,-0.002420918097712451,-0.003214147952248708,-0.004347649362885386,-0.0035734548565231577,-0.1033298871184025,0.019242384081525437,0.012205599479097495
0.028081599407267087,-0.024239643801188666,-0.0031185348729683535,-0.0032125187683629134,-0.0023464863229149552,-0.0027029171085401517,0.0011210296726443297,0.0010929222531305223,0.23807096876992961,0.02282849325170123,0.12634967590333632,1,0.01967283736884761,0.04674940868215686,0.005147921299007728,0.010138872426975351,0.009409422175447157,0.01746058403300688,0.014840252182229674,0.01936546940958144,-0.0019435537370701378,0.055589399264755424,-0.036747298500233234,0.012416510802155264,0.0066365166181930006
-7.849110064986582e-4,0.014969564771373237,-1.5225875991419906e-4,-1.485774298384885e-4,-1.696397854091858e-4,-1.6565581663782758e-4,-1.3772509457979506e-4,-1.3498736694077362e-4,0.8489651426443927,-9.315203475593267e-4,-0.005523686162286546,0.01967283736884761,1,-5.964929433078406e-4,-7.519685507957442e-5,6.399027254299925e-5,4.532838198619847e-5,0.021050062958999794,-4.349741574227007e-5,-3.60991774152806e-5,-4.501150904434428e-5,-2.726260037068767e-4,-0.002068306885575057,-0.0015247234900394786,-0.001999717815907996
0.4560709485490584,0.011253838843163562,0.017273435150328604,0.016519266570695745,0.021203023741420433,0.02010945059495723,0.020159822725837623,0.0201180871954215,1.625829658101948e-4,-0.012776296919340704,-0.0026775872182234215,0.04674940868215686,-5.964929433078406e-4,1,-9.78211564917055e-4,-7.052734747569835e-4,-8.018403676112299e-4,-0.02209038196760891,-5.116698481558473e-4,-4.7962976241857274e-4,-9.846949117865412e-4,0.022831193900491025,-0.02491746561450609,0.0025597790866581176,0.0010577706677698852
-0.0011259730271321214,-0.009705507209885186,-1.408950067430815e-4,-1.3627916849605874e-4,-1.352648883289939e-4,-1.2983986822788892e-4,-8.546399627165462e-5,-9.03595131997358e-5,1.9296572382850638e-4,-8.993848857113238e-4,0.006409969191526487,0.005147921299007728,-7.519685507957442e-5,-9.78211564917055e-4,1,0.5968195822643961,0.8126087091310236,0.006943972603927387,-3.666351035046593e-5,2.8256143617121624e-6,-2.0763922093184578e-5,2.2537546264332745e-4,-4.2272295495215657e-4,0.0012604272929375375,4.5274119060972515e-4
-9.473707877077791e-4,-0.009431505494086077,-1.7787425452377736e-4,-1.7423070864251266e-4,-1.9691380109202724e-4,-1.9323439733379756e-4,-8.717756033221133e-5,-9.662647844947816e-5,5.171949123274363e-4,-8.199607872626926e-4,0.007433619674807787,0.010138872426975351,6.399027254299925e-5,-7.052734747569835e-4,0.5968195822643961,1,0.9518747916270356,0.0035260949981202197,-6.122954984535919e-5,-4.939457945440017e-5,-6.29446091938895e-5,2.7508504336848323e-4,-0.0013172406741003167,-7.970300812533305e-4,9.23668799952134e-5
-0.0010715970255080515,-0.01068964131432856,-1.9573016427146888e-4,-1.92327553673478e-4,-2.1791578217892924e-4,-2.1464999469125026e-4,-1.0766657510134814e-4,-1.1595815884117879e-4,5.436211165198676e-4,-7.98893431322884e-4,0.008580298644224127,0.009409422175447157,4.532838198619847e-5,-8.018403676112299e-4,0.8126087091310236,0.9518747916270356,1,0.0042632397125015615,-6.804109476301968e-5,-5.103137179502565e-5,-7.105027334923017e-5,2.581573525820894e-4,-0.0015762503180617898,4.028795067150685e-5,3.021678075680718e-4
-0.024286761738136448,0.025951401998902442,0.004399160764034787,0.0013808426570472436,0.005854623102234859,0.002762878379508385,0.0038304299869192262,0.0018814820322852906,0.025819335204153287,0.035112451885342226,0.00861813458832933,0.01746058403300688,0.021050062958999794,-0.02209038196760891,0.006943972603927387,0.0035260949981202197,0.0042632397125015615,1,-0.002600508492106569,-0.002051338380545586,-0.002615322975149656,-0.005714859290714208,0.0502785681152858,0.00760110266737997,0.009832181145949869
-7.041865063513183e-4,-0.006849757876649756,-2.257774653072776e-4,-1.8579517999445355e-4,-3.0318301997012576e-4,-2.9603959218825243e-4,-2.4276720366285689e-4,-2.3806060234200834e-4,1.9264367268478848e-4,-0.0010350608981414483,-0.002420918097712451,0.014840252182229674,-4.349741574227007e-5,-5.116698481558473e-4,-3.666351035046593e-5,-6.122954984535919e-5,-6.804109476301968e-5,-0.002600508492106569,1,0.21081276070636462,0.7614938481908642,1.655547410740403e-4,-7.165645779062195e-4,-0.002244458590488322,-0.0012891035506668778
-0.0012375209620291777,0.011423525672551267,0.013347908975491244,0.0126223952719931,0.016265450412402394,0.01516618494585679,0.01247081974902402,0.012086445617249177,4.670053827586211e-4,2.4124500299766596e-4,-0.003214147952248708,0.01936546940958144,-3.60991774152806e-5,-4.7962976241857274e-4,2.8256143617121624e-6,-4.939457945440017e-5,-5.103137179502565e-5,-0.002051338380545586,0.21081276070636462,1,0.2468752588806458,1.372321569324512e-4,-8.475932144855874e-4,0.00171800221930689,0.0187808876249745
-0.001189568189389929,-0.006546144621062403,-2.3404961810666135e-4,-1.4552669243686638e-4,-3.155019683975977e-4,-3.073802907914363e-4,-2.54784806739246e-4,-2.4964856058075217e-4,-5.97408698743547e-4,-0.0017552703969945522,-0.004347649362885386,-0.0019435537370701378,-4.501150904434428e-5,-9.846949117865412e-4,-2.0763922093184578e-5,-6.29446091938895e-5,-7.105027334923017e-5,-0.002615322975149656,0.7614938481908642,0.2468752588806458,1,3.290122815157247e-5,-4.463004909966839e-4,-0.0031667741860254214,-0.00124754397703303
0.0015741048847167924,0.005972064650892099,8.448494048135673e-5,1.3957336586705767e-4,-2.4838105029095976e-4,-1.3832045073477713e-4,-3.0874113915384965e-4,-3.0709043809640625e-4,0.027073260324000464,-0.007242441022787523,-0.0035734548565231577,0.055589399264755424,-2.726260037068767e-4,0.022831193900491025,2.2537546264332745e-4,2.7508504336848323e-4,2.581573525820894e-4,-0.005714859290714208,1.655547410740403e-4,1.372321569324512e-4,3.290122815157247e-5,1,-0.012608663240223026,0.0030818201514324892,0.00986670892028441
-0.020990706736475545,0.03255208709758913,-0.0025762755555679,-0.0027567099087870105,-5.514146811993917e-4,-8.009779494873295e-4,-4.5677580888214895e-4,-6.832488636774126e-4,-0.006676561989906137,0.01252621377194589,-0.1033298871184025,-0.036747298500233234,-0.002068306885575057,-0.02491746561450609,-4.2272295495215657e-4,-0.0013172406741003167,-0.0015762503180617898,0.0502785681152858,-7.165645779062195e-4,-8.475932144855874e-4,-4.463004909966839e-4,-0.012608663240223026,1,-5.979970605949525e-5,0.004840943888356702
0.01899462307164643,0.049302415487276784,-0.0038750762604779164,-0.006346458243709155,-0.0036096137655790314,-0.006617252091748276,-0.0017968758799560144,-0.004167866696637934,-9.063362402467508e-4,-7.27270593947798e-5,0.019242384081525437,0.012416510802155264,-0.0015247234900394786,0.0025597790866581176,0.0012604272929375375,-7.970300812533305e-4,4.028795067150685e-5,0.00760110266737997,-0.002244458590488322,0.00171800221930689,-0.0031667741860254214,0.0030818201514324892,-5.979970605949525e-5,1,0.5579378212438187
0.008801251763218268,0.05074193952418473,-0.00369595819377631,-0.005915375431172557,-0.0031806650603679026,-0.006131714408093928,-0.0021587721240699824,-0.00429776077296345,-9.84645070860189e-4,-0.006095307148993111,0.012205599479097495,0.0066365166181930006,-0.001999717815907996,0.0010577706677698852,4.5274119060972515e-4,9.23668799952134e-5,3.021678075680718e-4,0.009832181145949869,-0.0012891035506668778,0.0187808876249745,-0.00124754397703303,0.00986670892028441,0.004840943888356702,0.5579378212438187,1
